,Id (Review),Review,Sentiment
294,308612,Could not charge. Station is down. Nothing showing up on the screen. ,NEGATIVE
295,308607,plug works!,POSITIVE
296,308605,"Yes, sounds like a very fitting sign to put up at this location! -- checkin created before location officially marked open",POSITIVE
297,308600,"Blue Nissan Leaf without plates. If you are handicapped I apologize and recommend you get a plackard or Handicapped plates. How do you park in handicapped spots and not get ticketed? Your note is strange being that you were the first one to remove the charge cord from my Spark! Then later the nasty ""WTF"" note left by the original offender? I appreciate the paper comment better than damage to my car Kudos on that note bro. Next time call me, my  cell phone number is clearly listed on my dash board",NEGATIVE
298,308598,This station is run by the OpConnect Electric Vehicle Charging System. First time I used them and the charging worked but the system was slightly confusing as it never set me a receipt but attempted to bill me much more than the cost to charge for as long as I had. ,NEGATIVE
299,308594,"Came at 5:30 both chargers were taken #1 by BMW I3, #2 by orange FIAT 500e, #3 handicap unused. Returned at 8:15 with 2 miles left on my Spark EV, Parked next to handicap spaces in employee smoke area, plugged in. Came back in 1 hour to move the car to #1 or #2 spots Bimmer and 500e were still there charging. A dark blue Nissan Leaf without plates or handicapped plackard parked in the handicapped spot and unplugged my Spark!! put #3 cord back into my Spark. When I came back at 10:30 gate was open and Spark was again unplugged and a nasty note was under my windshield, (see photo). The Germans and Italians left, moved Spark to legitimate # 2 EV spot and plugged it back in, took several tries to get it going. Lot gate meanwhile locked car in for the night. Had to use elevator to get off the roof, stairs were locked.",NEGATIVE
300,308588,2 tesla hpwc and 1 j1772 ,POSITIVE
301,308587,"worked great.. getting a bit expensive though. cost me 7 bucks to go from 4 percent to 85 percent. pretty much the same price as the aerovironment charger in Tumwater. Headed to the ocean, use this one. headed south on I5, use the av charger it's faster than this one.",POSITIVE
302,308586,There is no charger. This is a strip mall. Phone number is disconnected.,NEGATIVE
303,308585,"L3 right side touchscreen does not respond. What is it with these PADT-designed Blink touch screens, anyway :-(?",NEGATIVE
304,308583,"Sometimes took two tries to get it to recognize a card, I tried both Chargepoint and No Charge to Charge",NEGATIVE
305,308578,343 miles per hour.,POSITIVE
306,308577,Unable to connect to authentication server for CCS Charge. Why don't they just tear out these chargers since they're not committed to getting them to work consistently?,NEGATIVE
307,308573,thanks Mr Ford.  worked like a charm this evening.,POSITIVE
308,308572,weak.  plugged in around 6pm and didn't work.,NEGATIVE
309,308570,good weekend,POSITIVE
310,308569,screen hot and malfunctioning. charging not possible.,NEGATIVE
311,308568,"The screen is broken, but the dcfc is still working :)",NEGATIVE
312,308567,After a frustrating attempt to charge at two of these units (we are 200 km from home) the far right unit did release the L2 handle and we got a full charge. ,NEGATIVE
313,308566,Could not charge at two of the L2 stations. My charge point fob did authorize but only released the L1 socket door. The l2 handle could not be released. Unit d1c1 and the unit to the left would no work. ,NEGATIVE
314,308558,Thanks Freedom!,POSITIVE
315,308557,It's fixed as far as I knew w still pricy though ,NEGATIVE
316,308554,"One spot available, even though ICE is allowed at this hour.",NEGATIVE
317,308551,I used (for the first time) the charger on the far right.  Three and a half hours got me a half tank of electrons in a Chevy Volt.  That's a 110 Volt charge rate.  I won't use that one again.,NEGATIVE
318,308549,thank you artic,POSITIVE
319,308548,CHADEMO,POSITIVE
320,308546,"BMW i3 REX not charging, but taking spot. Leaf at 95% and no owner in sight (charging at 3kW rate at Chademo!) Another Leaf and SparkEV waiting to charge. Took an hour, but finally managed to charge. This place needs more chargers and TOWING AWAY OF NON-CHARGING EV!",NEGATIVE
321,308541,i3hehe: many employees are there on fridays and over weekends as well. mostly for OT and security is there 24/7 working also. the front 3 for visitors should be available. the back 8 are for employees only,POSITIVE
322,308540,"CCS isn't working. After 20 to 50 seconds, it errors out with ""car asked for too much power"" and other random errors. After trying dozen times, I gave up. Guy who used it for Chademo told me he had trouble with it, too. Since I was able to charge 60 miles away, it's the charger problem, not the car.",NEGATIVE
323,308539,It's by entrance 4 of the mall. ,POSITIVE
324,308538,Blocked by a farmer's market event,NEGATIVE
325,308535,Friendly ppl and it works.  ,POSITIVE
326,308534,the easternmost charger has a shorter cord and is nearly impossible to charge a Tesla ,NEGATIVE
327,308532,Sarramonte Ford has started bringing their unsold electric cars and charging them here for free.  Both spots have been occupied for more than 2 hours,NEGATIVE
328,308531,"GM owners: Please disable your 2 honk alarms (which when enabled, sound even if the car is full)!  Silver Spark EV: you were done charging (flashing green light), yet your honk alarm was on. ",NEGATIVE
329,308529,Problems with my charge point account ,NEGATIVE
330,308527,Thanks for the range charge! Much needed to get from South Burlington to Brandon and back! Commerce made possible by EV charging infrastructure!! ;),POSITIVE
331,308526,it was full some hotel vehicles are charging.... one spot free but when i plug in mycar reads the ampere rating max70 and goig down to 0 then up 70 then down to zero.     luckily another spot opened and i was able to charge there at 192A .,POSITIVE
332,308524,Nice newer twin-engine Eaton station let me pull a solid 30A!,POSITIVE
333,308523,"Not working, don't come! Need to call the toll truck...",NEGATIVE
334,308522,The charger closest to the garage entrance is down.  I plugged in my leaf and all 3 charge indicator lights started blinking and chiming.  Never seen this before.,NEGATIVE
335,308520,"There are no Level 3 chargers in the United States. They only have Level 3 chargers in Europe. The normal 240V, EV charger is based on the SAE J1772 AC Level 2 standard. There is a SAE J1772 AC Level 3 standard but it's a 240V, 3 phase standard that has not been adopted by any auto manufacturer in the United States. The CCS chargers common at many charging stations are based on the SAE J1772 DC Level 2 standard. The CHAdeMO chargers are not based on the SAE J1772 standard and therefore the level designations do not apply.",NEGATIVE
336,308518,Very busy 7:15 pm Saturday. ,NEGATIVE
337,308516,"After some significant futzing around on the phone with Chargepoint, and repeated attempts to release the plug, I eventually recharged fully for free. You will need a Chargepoint card or just call the 800 number. ",NEGATIVE
338,308515,"There are no Level 3 chargers in the United States. They only have Level 3 chargers in Europe. The normal 240V EV charger is based on the SAE J1772 AC Level 2 standard. There is a SAE J1772 AC Level 3 standard but it's a 240V, 3 phase standard that has not been adopted by any auto manufacturer in the United States. The CCS chargers common at many charging stations are based on the SAE J1772 DC Level 2 standard. CHAdeMO chargers are not based on the SAE J1772 standard and therefore the level designations do not apply.",NEGATIVE
339,308511,Single chademo unit working. ,POSITIVE
340,308507,BMW was plugged in but CHAdeMO was available despite an EV parked in spot but not charging (there was room to maneuver). We charged at 96mi/hr.,POSITIVE
341,308504,ICEd,NEGATIVE
342,308502,CCS works fine. ,POSITIVE
343,308501,"9,23 kWh in 15 minutes!",POSITIVE
344,308500,"It lives!  I actually called ahead, and nrg said it had been ""taken off of repair"" and had been test run with a car, so I had some confidence it would work. ",POSITIVE
345,308497,It's about time that there's charging available at a Krogers here in Cincinnati!! Now they just need them at more stores in the area!,POSITIVE
346,308494,1 L3 and 3 L2 chargers. Free on Nissan EZ-Charge. Located just behind mall in parking garage A20.,POSITIVE
347,308493,"Works for free on Nissan EZ-Charge. Located behind GAP. Closest café was Curious Chef, nice little diner.",POSITIVE
348,308492,The 3 closest to park taken again. Won't be getting season tix next year b/c I have to pay this ridiculous charging rate. ,NEGATIVE
349,308491,"There are no Level 3 chargers in the United States. They only have Level 3 chargers in Europe. The normal 240V EV chargers are based on the SAE J1772 AC Level 2 standard. There is a SAE J1772 AC Level 3 standard but it's a 240V, 3 phase standard that has not been adopted by any auto manufacturer in the United States. The CCS chargers common at many charging stations are based on the SAE J1772 DC Level 2 standard. The CHAdeMO chargers are not based on the SAE J1772 standard and therefore the level designations do not apply.",NEGATIVE
350,308490,Staff is always friendly,POSITIVE
351,308488,Wow! Thanks for the unplug! BTW Rav EV isnt done until both blinking lights above the gas/electric door. Got 54 miles normally 130+. Drive Home 52!,NEGATIVE
352,308487,"There is no such thing as a Level 3 charger in the United States. There are Level 3 chargers in Europe but this station is not in Europe. The normal 240V EV chargers are based on the SAE J1772 AC Level 2 standard. There is a SAE J1772 AC Level 3 standard but it's a 240V, 3 phase standard that is not used by any auto manufacturer in the United States. The CCS chargers common at many charging stations are based on the SAE J1772 DC Level 2 standard. The CHAdeMO chargers are not based on the SAE J1772 standard and therefore the level designations do not apply.",NEGATIVE
353,308486,"I really wish the last poster was more clear. THE CHARGING STATION IS DOWN. NEITHER HANDLES ARE WORKING. Machine says ""fault, service needed"". I arrived here with less than 10 miles remaining in my Rav EV and thankfully there is a working charging station across the road at a hotel. Call before you drive here to see if it's working!!",NEGATIVE
